id,date,systeme_id,asset_id,type,declencheur,cout
ACT_C763CD68,2027-10-11,SYS_134,AST_5625212D,REMPLACEMENT,PANNE,1800.0
ACT_2AB9C55C,2027-10-14,SYS_103,AST_F937A161,REMPLACEMENT,PANNE,1800.0
ACT_08726487,2027-10-15,SYS_126,AST_D63C356B,REMPLACEMENT,PANNE,1800.0
ACT_E1DA2B5F,2027-10-15,SYS_173,AST_8E67B027,REMPLACEMENT,PANNE,1800.0
ACT_363989DF,2027-10-18,SYS_188,AST_152D58EA,REMPLACEMENT,PANNE,1800.0
ACT_99898DA0,2027-10-24,SYS_141,AST_DF0156A6,REMPLACEMENT,PANNE,1800.0
ACT_6929614D,2027-10-29,SYS_125,AST_6DE8D682,REMPLACEMENT,PANNE,1800.0
ACT_A5C2324D,2027-11-04,SYS_041,AST_0981F4C7,REMPLACEMENT,PANNE,1800.0
ACT_9392870D,2027-11-06,SYS_142,AST_90109E33,REMPLACEMENT,PANNE,1800.0
ACT_2CD12C3E,2027-11-11,SYS_081,AST_8C0F7358,REMPLACEMENT,PANNE,1800.0
ACT_F9BE4EC2,2027-11-12,SYS_037,AST_6448D24C,REMPLACEMENT,PANNE,1800.0
ACT_A042F0C2,2027-11-19,SYS_006,AST_B23A5A7F,REMPLACEMENT,PANNE,1800.0
ACT_98B90DF3,2027-11-20,SYS_158,AST_628E65E3,REMPLACEMENT,PANNE,1800.0
ACT_B8991157,2027-11-22,SYS_042,AST_4C9147B3,REMPLACEMENT,PANNE,1800.0
ACT_21FD31C4,2027-11-24,SYS_074,AST_1381C060,REMPLACEMENT,PANNE,1800.0
ACT_27A6A1A8,2027-11-24,SYS_095,AST_D08BAC39,REMPLACEMENT,PANNE,1800.0
ACT_DEA1EB3C,2027-11-26,SYS_025,AST_020CB347,REMPLACEMENT,PANNE,1800.0
ACT_1B502048,2027-11-26,SYS_175,AST_FD1AA35B,REMPLACEMENT,PANNE,1800.0
ACT_472642AC,2027-11-30,SYS_143,AST_406A860C,REMPLACEMENT,PANNE,1800.0
ACT_20B49125,2027-12-05,SYS_011,AST_997E2F46,REMPLACEMENT,PANNE,1800.0
ACT_CBE4D5F3,2027-12-05,SYS_172,AST_DCB9FD7D,REMPLACEMENT,PANNE,1800.0
ACT_4BB7354C,2027-12-06,SYS_113,AST_B16BB783,REMPLACEMENT,PANNE,1800.0
ACT_8F2561B8,2027-12-07,SYS_164,AST_32CF1DF1,REMPLACEMENT,PANNE,1800.0
ACT_58749366,2027-12-09,SYS_013,AST_5E8F7ACC,REMPLACEMENT,PANNE,1800.0
ACT_E507DD1B,2027-12-09,SYS_185,AST_14C78852,REMPLACEMENT,PANNE,1800.0
ACT_9A2BE710,2027-12-11,SYS_075,AST_8322389D,REMPLACEMENT,PANNE,1800.0
ACT_1A37F29F,2027-12-11,SYS_190,AST_D55600B0,REMPLACEMENT,PANNE,1800.0
ACT_C4A6C3B8,2027-12-12,SYS_121,AST_AE64D8E6,REMPLACEMENT,PANNE,1800.0
ACT_2BAF5A42,2027-12-17,SYS_060,AST_CCB22CAE,REMPLACEMENT,PANNE,1800.0
ACT_EF030306,2027-12-17,SYS_148,AST_80D09D6D,REMPLACEMENT,PANNE,1800.0
ACT_33808099,2027-12-18,SYS_128,AST_E309A3EA,REMPLACEMENT,PANNE,1800.0
ACT_FA2A2EF7,2027-12-22,SYS_177,AST_0361B3B1,REMPLACEMENT,PANNE,1800.0
ACT_D11DD6CF,2027-12-25,SYS_073,AST_4C0143BA,REMPLACEMENT,PANNE,1800.0
