id,date,systeme_id,asset_id,usure,probabilite_journaliere,cout
FAIL_C18ECE0D,2027-11-26,SYS_025,AST_020CB347,2.090521,0.00172204,9708.63
FAIL_00465899,2027-11-26,SYS_175,AST_FD1AA35B,1.682359,0.00107743,9218.83
FAIL_132BDB4E,2027-11-30,SYS_143,AST_406A860C,3.005814,0.00489489,10806.98
FAIL_96BCF30E,2027-12-05,SYS_011,AST_997E2F46,2.319517,0.00222329,9983.42
FAIL_E3065A8E,2027-12-05,SYS_172,AST_DCB9FD7D,2.023788,0.00158978,9628.55
FAIL_D30F668A,2027-12-06,SYS_113,AST_B16BB783,3.124563,0.00562805,10949.48
FAIL_490BA03E,2027-12-07,SYS_164,AST_32CF1DF1,2.640199,0.00321805,10368.24
FAIL_F1672F64,2027-12-09,SYS_013,AST_5E8F7ACC,2.78447,0.00380776,10541.36
FAIL_76069F4F,2027-12-09,SYS_185,AST_14C78852,3.910605,0.01410064,11892.73
FAIL_2A6D8B21,2027-12-11,SYS_075,AST_8322389D,4.792055,0.03763366,12950.47
FAIL_04C97853,2027-12-11,SYS_190,AST_D55600B0,3.397387,0.00778338,11276.86
FAIL_B58CB07E,2027-12-12,SYS_121,AST_AE64D8E6,4.111442,0.01760364,12133.73
FAIL_4069D6C3,2027-12-17,SYS_060,AST_CCB22CAE,3.794855,0.01229081,11753.83
FAIL_A024460E,2027-12-17,SYS_148,AST_80D09D6D,4.198974,0.01936557,12238.77
FAIL_635F240F,2027-12-18,SYS_128,AST_E309A3EA,1.665454,0.00104264,9198.54
FAIL_0E09B1E1,2027-12-22,SYS_177,AST_0361B3B1,2.696914,0.0034099,10436.3
FAIL_86ED5E20,2027-12-25,SYS_073,AST_4C0143BA,4.420602,0.0245923,12504.72
